codigo,titulo,autor,ano,genero,disponivel
L00396,Fall into Darkness,Christopher Pike,1990,Suspense,nao
L00397,The Housemaid's Secret,Freida McFadden,2023,Suspense,nao
L00398,Coma,Robin Cook,1977,Suspense,sim
L00399,The Club of Queer Trades,Gilbert Keith Chesterton,1900,Suspense,sim
L00400,The mysterious Mr Quin,Agatha Christie,1930,Suspense,sim
L00401,A Gentleman in Moscow,Amor Towles,2016,Ficcao historica,nao
L00402,Circe,Madeline Miller,2018,Ficcao historica,sim
L00403,Redeeming Love,Francine Rivers,1991,Ficcao historica,sim
L00404,Quicksilver,Neal Stephenson,2003,Ficcao historica,sim
L00405,Homegoing,Yaa Gyasi,2016,Ficcao historica,sim
L00406,The Underground Railroad,Colson Whitehead,2000,Ficcao historica,nao
L00407,The Clan of the Cave Bear,Jean M. Auel,1900,Ficcao historica,sim
L00408,Blood Meridian,Cormac McCarthy,1985,Ficcao historica,nao
L00409,The Song of Achilles,Madeline Miller,2011,Ficcao historica,sim
L00410,Perfume,Patrick Süskind,1985,Ficcao historica,sim
L00411,Le Comte de Monte Cristo,Alexandre Dumas,1830,Ficcao historica,nao
L00412,Outlander,Diana Gabaldon,1991,Ficcao historica,sim
L00413,Lonesome Dove,Larry McMurtry,1985,Ficcao historica,sim
L00414,The Last Kingdom,Bernard Cornwell,2004,Ficcao historica,sim
L00415,Alias Grace,Margaret Atwood,1996,Ficcao historica,sim
L00416,Almost Heaven,Judith McNaught,1990,Ficcao historica,nao
L00417,The Flame and the Flower,Kathleen E. Woodiwiss,1972,Ficcao historica,sim
L00418,Witch Wood,John Buchan,1927,Ficcao historica,sim
L00419,The Picture of Dorian Gray,Oscar Wilde,1890,Ficcao historica,nao
L00420,Devil's Cub (Alastair-Audley #2),Georgette Heyer,1932,Ficcao historica,sim
L00421,The Palace of Illusions,Chitra Banerjee Divakaruni,2008,Ficcao historica,nao
L00422,The Viscount Who Loved Me,Julia Quinn,2000,Ficcao historica,sim
L00423,The blue castle,Lucy Maud Montgomery,1926,Ficcao historica,sim
L00424,A Rose In Winter,Kathleen E. Woodiwiss,1982,Ficcao historica,sim
L00425,Lady of Quality,Georgette Heyer,1972,Ficcao historica,sim
L00426,Shanna,Kathleen E. Woodiwiss,1977,Ficcao historica,nao
L00427,Fingersmith,Sarah Waters,2002,Ficcao historica,sim
L00428,Cloud Atlas,David Mitchell,2004,Ficcao historica,sim
L00429,Atonement,Ian McEwan,2001,Ficcao historica,sim
L00430,Bath Tangle,Georgette Heyer,1955,Ficcao historica,nao
L00431,Записки изъ подполья,Fyodor Dostoyevsky,1864,Ficcao historica,nao
L00432,The Things We Leave Unfinished,Rebecca Yarros,2021,Ficcao historica,sim
L00433,The Dream Within,Barbara Cartland,1947,Ficcao historica,sim
L00434,The Pillars of the Earth,Ken Follett,1989,Ficcao historica,sim
L00435,The Lion's Lady,Julie Garwood,1988,Ficcao historica,sim
L00436,Midwinter,John Buchan,1923,Ficcao historica,nao
L00437,Once and Always,Judith McNaught,1987,Ficcao historica,sim
L00438,Kane & Abel,Jeffrey Archer,1979,Ficcao historica,sim
L00439,Half of a Yellow Sun,Chimamanda Ngozi Adichie,2006,Ficcao historica,sim
L00440,The Mammoth Hunters,Jean M. Auel,1611,Ficcao historica,sim
L00441,The Great Gatsby,F. Scott Fitzgerald,1920,Ficcao historica,nao
L00442,Rebellious Desire,Julie Garwood,1986,Ficcao historica,sim
L00443,The Day of the Jackal,Frederick Forsyth,1971,Ficcao historica,sim
L00444,The Masqueraders,Georgette Heyer,1928,Ficcao historica,sim
L00445,The Fiery Cross,Diana Gabaldon,1994,Ficcao historica,sim
L00446,The Sun Also Rises,Ernest Hemingway,1926,Ficcao historica,nao
L00447,Memoirs of a Geisha,Arthur Golden,1997,Ficcao historica,sim
L00448,"Whitney, My Love",Judith McNaught,1985,Ficcao historica,sim
L00449,Les Trois Mousquetaires,Alexandre Dumas,1844,Ficcao historica,sim
L00450,Friday's Child,Georgette Heyer,1944,Ficcao historica,sim
L00451,The Remains of the Day,Kazuo Ishiguro,1989,Ficcao historica,nao
L00452,Wide Sargasso Sea,Jean Rhys,1966,Ficcao historica,nao
L00453,The Wedding,Julie Garwood,1996,Ficcao historica,sim
L00454,The Once and Future King,T. H. White,1939,Ficcao historica,sim
L00455,Pride and Prejudice,Jane Austen,1813,Ficcao historica,sim
L00456,Drums of Autumn,Diana Gabaldon,1997,Ficcao historica,nao
L00457,The Last Days of Pompeii,"Edward Bulwer Lytton, Baron Lytton",1800,Ficcao historica,sim
L00458,The Wolf and the Dove,Kathleen E. Woodiwiss,1974,Ficcao historica,sim
L00459,Things Fall Apart,Chinua Achebe,1958,Ficcao historica,sim
L00460,The Hired Girl,Laura Amy Schlitz,2015,Ficcao historica,sim
L00461,Rilla of Ingleside,Lucy Maud Montgomery,1920,Ficcao historica,nao
L00462,Train to Pakistan,Khushwant Singh,1956,Ficcao historica,sim
L00463,Lincoln in the Bardo,George Saunders,2017,Ficcao historica,nao
L00464,Eaters of the Dead,Michael Crichton,1976,Ficcao historica,sim
L00465,L'amica geniale,Elena Ferrante,2011,Ficcao historica,sim
L00466,The Prince and the Pauper,Mark Twain,1881,Ficcao historica,nao
L00467,Romancing Mister Bridgerton,Julia Quinn,2002,Ficcao historica,sim
L00468,The Double Wager,Mary Balogh,1985,Ficcao historica,sim
L00469,The Terror,Dan Simmons,2007,Ficcao historica,sim
L00470,The Obedient Bride,Mary Balogh,1989,Ficcao historica,sim
L00471,Le roman du masque de fer,Alexandre Dumas,1600,Ficcao historica,nao
L00472,A Breath of Snow and Ashes,Diana Gabaldon,1992,Ficcao historica,sim
L00473,The Duke and I,Julia Quinn,2000,Ficcao historica,sim
L00474,White Fang,Jack London,1905,Ficcao historica,nao
L00475,Water for Elephants,Sara Gruen,2006,Ficcao historica,sim
L00476,Ivanhoe,Sir Walter Scott,1800,Ficcao historica,nao
L00477,The Tattooist of Auschwitz: the heart-breaking and unforgettable international bestseller,Heather Morris,2018,Ficcao historica,sim
L00478,The Bride,Julie Garwood,1989,Ficcao historica,sim
L00479,All the Light We Cannot See,Anthony Doerr,2014,Ficcao historica,sim
L00480,Voyager,Diana Gabaldon,1994,Ficcao historica,sim
L00481,Hawai,James A. Michener,1959,Ficcao historica,nao
L00482,The Winter King,Bernard Cornwell,1995,Ficcao historica,sim
L00483,Röde Orm,Frans Gunnar Bengtsson,1943,Ficcao historica,sim
L00484,Master and Commander,Patrick O'Brian,1969,Ficcao historica,sim
L00485,Jonathan Strange and Mr. Norrell,Susanna Clarke,2001,Ficcao historica,nao
L00486,The Historian,Elizabeth Kostova,2005,Ficcao historica,nao
L00487,Arabella,Georgette Heyer,1949,Ficcao historica,sim
L00488,Bluestocking Bride,Elizabeth Thornton,2003,Ficcao historica,sim
L00489,Come The Morning,Heather Graham,1999,Ficcao historica,sim
L00490,Mexican Gothic,Silvia Moreno-Garcia,2020,Ficcao historica,sim
L00491,The Undaunted Bride,Miranda Cameron,1987,Ficcao historica,nao
L00492,Palace of Illusions,Chitra Banerjee Divakaruni,2008,Ficcao historica,sim
L00493,The Source,James A. Michener,1900,Ficcao historica,sim
L00494,Tai-Pan (Asian Saga,James Clavell,1966,Ficcao historica,sim
L00495,На Дрини ћуприја (Na Drini ćuprija),Ivo Andrić,1946,Ficcao historica,sim
L00496,The Pale Horseman,Bernard Cornwell,2004,Ficcao historica,nao
L00497,The Scarlet Pimpernel,Emma Orczy,1900,Ficcao historica,sim
L00498,Stars in My Heart,Barbara Cartland,1957,Ficcao historica,sim
L00499,Shirley,Charlotte Brontë,1800,Ficcao historica,sim
L00500,Stranger in My Arms,Lisa Kleypas,1998,Ficcao historica,sim
L00501,Um casamento arranjado,Zana Kheiron,2019,Romance,nao
L00502,Twisted Games,Ana Huang,2021,Romance,sim
L00503,Twisted Love,Ana Huang,2021,Romance,sim
L00504,Twisted Hate,Ana Huang,2022,Romance,sim
L00505,Married at first sight,Gu Lingfei,2015,Romance,sim
L00506,Punk 57,Penelope Douglas,2016,Romance,nao
L00507,It Starts with Us,Colleen Hoover,2022,Romance,nao
L00508,The Sweetest Oblivion,Danielle Lori,2018,Romance,sim
L00509,Twisted Lies,Ana Huang,2022,Romance,sim
L00510,Corrupt,Penelope Douglas,2015,Romance,sim
L00511,It Ends With Us,Colleen Hoover,2012,Romance,nao
L00512,Breaking Point,Emma Darcy,1992,Romance,sim
L00513,Heated Rivalry,Rachel Reid,2019,Romance,sim
L00514,Devil and the Deep Sea,Sara Craven,1988,Romance,sim
L00515,Hopeless,Colleen Hoover,2013,Romance,sim
L00516,Before December,Joana Marcus,2021,Romance,nao
L00517,A Man Possessed,Penny Jordan,1986,Romance,sim
L00518,Destroy Me,Tahereh Mafi,2012,Romance,nao
L00519,Bought with His Name,Penny Jordan,1982,Romance,sim
L00520,Uncertain Destiny,Carole Mortimer,1988,Romance,sim
L00521,The Marriage Deal,Sara Craven,1986,Romance,nao
L00522,Falcon's Prey,Penny Jordan,1981,Romance,sim
L00523,To Speak of Love,Claudia Jameson,1986,Romance,sim
L00524,To Catch A Butterfly,Marjorie Lewty,1977,Romance,sim
L00525,Confirmed bachelor,Roberta Leigh,1981,Romance,sim
L00526,Priest,Sierra Simone,2015,Romance,nao
L00527,King of Pride,Ana Huang,2023,Romance,sim
L00528,Not Once But Twice,Betty Neels,1981,Romance,sim
L00529,Taggart's Woman,Carole Mortimer,1987,Romance,nao
L00530,Temporary Bride,P. Wilson,1988,Romance,sim
L00531,Season of Mists,Anne Mather,1982,Romance,nao
L00532,Out of Control,Charlotte Lamb,1987,Romance,sim
L00533,Past Passion,Penny Jordan,1992,Romance,sim
L00534,Icebreaker,Hannah Grace,2020,Romance,sim
L00535,Without Trust,Penny Jordan,1988,Romance,sim
L00536,Lover's Touch,Penny Jordan,1989,Romance,nao
L00537,Contra Su Voluntad,Sara Craven,2006,Romance,sim
L00538,Impossible Bargain,Patricia Wilson,1987,Romance,sim
L00539,When Two Paths Meet,Betty Neels,1988,Romance,sim
L00540,Dark Lover,J. R. Ward,2005,Romance,nao
L00541,Never Count Tomorrow,Daphne Clair,1980,Romance,nao
L00542,No Alternative,Margaret Way,1983,Romance,sim
L00543,A High Price to Pay,Sara Craven,1986,Romance,sim
L00544,The Fine Print,Lauren Asher,2021,Romance,sim
L00545,The Girl with Green Eyes,Betty Neels,1990,Romance,sim
L00546,Kingfisher Morning,Charlotte Lamb,1977,Romance,nao
L00547,Fire with Fire,Penny Jordan,1985,Romance,sim
L00548,Beyond Compare,Penny Jordan,1989,Romance,sim
L00549,From Blood and Ash,Jennifer L. Armentrout,2020,Romance,sim
L00550,Levelling the Score,Penny Jordan,1987,Romance,sim
L00551,Stormy Surrender,Patricia Wilson,1990,Romance,nao
L00552,Twist of Fate,Charlotte Lamb,1979,Romance,sim
L00553,Perilous Refuge,Patricia Wilson,1991,Romance,sim
L00554,Bittersweet Passion,Lynne Graham,1987,Romance,sim
L00555,Dearest Traitor,Patricia Wilson,1992,Romance,sim
L00556,Love in the Dark,Charlotte Lamb,1987,Romance,nao
L00557,Comparative Strangers,Sara Craven,1988,Romance,sim
L00558,Retribution,Charlotte Lamb,1981,Romance,sim
L00559,The Other Woman,Jessica Steele,1980,Romance,sim
L00560,Passionate Scandal,Michelle Reid,1994,Romance,sim
L00561,God of Malice,Rina Kent,2022,Romance,nao
L00562,Pattern of Deceit,Emma Darcy,1989,Romance,nao
L00563,"Red, White & Royal Blue",Casey McQuiston,2019,Romance,sim
L00564,Spellbinding,Charlotte Lamb,1990,Romance,sim
L00565,Intangible Dream,Patricia Wilson,1992,Romance,sim
L00566,Echoes of the Past,Sally Wentworth,1989,Romance,nao
L00567,The Dark Side of Desire,Michelle Reid,1991,Romance,sim
L00568,Black Ties and White Lies,Kat Singleton,2023,Romance,sim
L00569,The Marriage Possession,Helen Bianchin,2007,Romance,sim
L00570,Substitute Lover,Penny Jordan,1987,Romance,sim
L00571,The Velvet Tiger,Emma Darcy,1992,Romance,nao
L00572,The Guarded Heart,Robyn Donald,1983,Romance,sim
L00573,Second-Best Bride,Margaret Rome,1981,Romance,nao
L00574,A Reason for Being,Penny Jordan,1989,Romance,sim
L00575,Temporary Wife,Roberta Leigh,1975,Romance,sim
L00576,The Spanish Love Deception,Elena Armas,2021,Romance,nao
L00577,Iceberg,Robyn Donald,1980,Romance,sim
L00578,Passport to Happiness,Jessica Steele,1990,Romance,sim
L00579,Dangerous Obsession,Patricia Wilson,1989,Romance,sim
L00580,Mansion for My Love,Robyn Donald,1982,Romance,sim
L00581,Reluctant Wife,Lindsay Armstrong,1987,Romance,nao
L00582,When the Loving Stopped,Jessica Steele,1988,Romance,sim
L00583,Love's Duel,Carole Mortimer,1982,Romance,sim
L00584,Sweet Revenge,Anne Mather,1970,Romance,nao
L00585,Gold Ring of Betrayal,Michelle Reid,1996,Romance,sim
L00586,Things We Never Got Over,Lucy Score,2022,Romance,nao
L00587,Hidden Heart,Jessica Steele,1990,Romance,sim
L00588,One More River to Cross,Essie Summers,1979,Romance,sim
L00589,Betrayal in Bali,Sally Wentworth,1980,Romance,sim
L00590,House of Mirrors,Yvonne Whittal,1982,Romance,sim
L00591,Temple of Fire,Margaret Way,1981,Romance,nao
L00592,Savage Interlude,Carole Mortimer,1979,Romance,sim
L00593,Capable of Feeling,Penny Jordan,1986,Romance,sim
L00594,Sirocco,Anne Mather,1983,Romance,sim
L00595,Heartbreaker,Charlotte Lamb,1981,Romance,nao
L00596,His Virgin Mistress,Anne Mather,2002,Romance,nao
L00597,Distrust Her Shadow,Jessica Steele,1982,Romance,sim
L00598,Fatal Deception,Sally Wentworth,1985,Romance,sim
L00599,Terrace In The Sun,Anne Weale,1966,Romance,sim
L00600,Unfriendly Alliance,Jessica Steele,1987,Romance,sim
L00601,Misery,Stephen King,1978,Terror,nao
L00602,The Shining,Stephen King,1977,Terror,sim
L00603,The Exorcist,William Peter Blatty,1971,Terror,sim
L00604,Cujo,Stephen King,1981,Terror,sim
L00605,The Hellbound Heart,Clive Barker,1991,Terror,sim
L00606,The Long Walk,Stephen King,1979,Terror,nao
L00607,It,Stephen King,1986,Terror,sim
L00608,Christine,Stephen King,1983,Terror,sim
L00609,Four Past Midnight,Stephen King,1990,Terror,sim
L00610,Fear Street - The Knife,Robert Lawrence Stine,1991,Terror,sim
L00611,House of Leaves,Mark Z. Danielewski,1998,Terror,nao
L00612,Thinner,Stephen King,1984,Terror,sim
L00613,Pet Sematary,Stephen King,1983,Terror,sim
L00614,The New Girl,Robert Lawrence Stine,1989,Terror,sim
L00615,Phantoms,Dean Koontz,1983,Terror,sim
L00616,The Stand,Stephen King,1978,Terror,nao
L00617,Haunted,Robert Lawrence Stine,1990,Terror,nao
L00618,Fear Street - Sunburn,Robert Lawrence Stine,1993,Terror,sim
L00619,Desperation,Stephen King,1996,Terror,sim
L00620,The Sleepwalker,Robert Lawrence Stine,1990,Terror,sim
L00621,Skeleton crew,Stephen King,1985,Terror,nao
L00622,Danse Macabre,Stephen King,1980,Terror,sim
L00623,Firestarter,Stephen King,1980,Terror,sim
L00624,Fear Street - The New Boy,Robert Lawrence Stine,1993,Terror,sim
L00625,Fear Street - Missing,Robert Lawrence Stine,1990,Terror,sim
L00626,Works (Buried Talents / Dance of the Dead / Dress of White Silk / From Shadowed Places / I Am Legend / Mad House / Person to Person / Prey / The Funeral / The Near Departed / Witch War),Richard Matheson,1970,Terror,nao
L00627,Cell,Stephen King,2006,Terror,sim
L00628,The Fall of the House of Usher,Edgar Allan Poe,1704,Terror,nao
L00629,Carrie,Stephen King,1974,Terror,sim
L00630,Books of Blood Volume One,Clive Barker,1985,Terror,sim
L00631,Insomnia,Stephen King,1994,Terror,nao
L00632,The Mist,Stephen King,1925,Terror,sim
L00633,The Queen of the Damned,Anne Rice,1988,Terror,sim
L00634,Fear Street - The Overnight,Robert Lawrence Stine,1989,Terror,sim
L00635,Fear Street - The Surprise Party,Robert Lawrence Stine,1989,Terror,sim
L00636,Lights Out,Robert Lawrence Stine,1991,Terror,nao
L00637,The Power of Darkness,Edith Nesbit,2006,Terror,sim
L00638,Mr. Mercedes,Stephen King,2013,Terror,sim
L00639,Dracula,Bram Stoker,1897,Terror,nao
L00640,The Masque of the Red Death,Edgar Allan Poe,1922,Terror,sim
L00641,The talisman,Stephen King,1925,Terror,nao
L00642,Fear Street - Dead End,Robert Lawrence Stine,1995,Terror,sim
L00643,Welcome to Dead House,Robert Lawrence Stine,1992,Terror,sim
L00644,The Secret Bedroom,Robert Lawrence Stine,1991,Terror,sim
L00645,Coraline,Neil Gaiman,2001,Terror,sim
L00646,Whispers,Dean Koontz,1960,Terror,nao
L00647,Cabal,Clive Barker,1988,Terror,sim
L00648,Gerald's Game,Stephen King,1992,Terror,sim
L00649,The Thief of Always,Clive Barker,1992,Terror,sim
L00650,The Best Friend,Robert Lawrence Stine,1992,Terror,nao
L00651,Fear Street - Runaway,Robert Lawrence Stine,1997,Terror,nao
L00652,Fear Street - Switched,Robert Lawrence Stine,1992,Terror,sim
L00653,Watchers,Dean Koontz,1987,Terror,sim
L00654,Swan Song,Robert R. McCammon,1978,Terror,sim
L00655,Carmilla,Sheridan Le Fanu,1871,Terror,sim
L00656,Fear Street - First Date,Robert Lawrence Stine,1992,Terror,nao
L00657,Semilla del Diablo,Ira Levin,1900,Terror,sim
L00658,Goosebumps - Deep Trouble,Robert Lawrence Stine,1994,Terror,sim
L00659,Darkness Comes,Dean Koontz,1984,Terror,sim
L00660,Hell House,Richard Matheson,1971,Terror,sim
L00661,The Tell-Tale Heart,Edgar Allan Poe,1958,Terror,nao
L00662,The Vampire Lestat,Anne Rice,1986,Terror,sim
L00663,Fear Street - The Wrong Number 2,Robert Lawrence Stine,1995,Terror,sim
L00664,Rose Madder,Stephen King,1995,Terror,sim
L00665,From a Buick 8,Stephen King,2002,Terror,sim
L00666,The Tommyknockers,Stephen King,1985,Terror,nao
L00667,Novels (Black House / Talisman),Stephen King,2002,Terror,sim
L00668,Remember Me,Christopher Pike,1989,Terror,sim
L00669,The Call of Cthulhu,H.P. Lovecraft,2016,Terror,sim
L00670,At the Mountains of Madness,H.P. Lovecraft,1968,Terror,sim
L00671,Necronomicon,H.P. Lovecraft,2008,Terror,nao
L00672,The Tale of the Body Thief,Anne Rice,1992,Terror,nao
L00673,Fear Street Cheerleaders - The First Evil,Robert Lawrence Stine,1992,Terror,sim
L00674,Dolores Claiborne,Stephen King,1992,Terror,sim
L00675,Fear Street - Secret Admirer,Robert Lawrence Stine,1996,Terror,sim
L00676,The Two Dead Girls,Stephen King,1996,Terror,nao
L00677,The Werewolf of Fever Swamp,Robert Lawrence Stine,1993,Terror,sim
L00678,Doctor Sleep,Stephen King,2013,Terror,sim
L00679,The Dead Zone,Stephen King,1979,Terror,sim
L00680,Ghost story,Peter Straub,1979,Terror,sim
L00681,The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,1985,Terror,nao
L00682,Fear Street - The Thrill Club,Robert Lawrence Stine,1994,Terror,sim
L00683,Fear Street - The Fire Game,Robert Lawrence Stine,1991,Terror,nao
L00684,Interview With the Vampire,Anne Rice,1672,Terror,sim
L00685,Fear Street - The Face,Robert Lawrence Stine,1996,Terror,sim
L00686,Storm of the Century,Stephen King,1999,Terror,nao
L00687,World War Z,Max Brooks,2006,Terror,sim
L00688,The Baby-Sitter II,Robert Lawrence Stine,1991,Terror,sim
L00689,Fear Street Super Chiller - Goodnight Kiss,Robert Lawrence Stine,1992,Terror,sim
L00690,The Ghost Next Door,Robert Lawrence Stine,1993,Terror,sim
L00691,Beach Party,Robert Lawrence Stine,1990,Terror,nao
L00692,Road to Nowhere,Christopher Pike,1993,Terror,sim
L00693,Twisted,Robert Lawrence Stine,1987,Terror,sim
L00694,Novels (Carrie / Salem's Lot / Shining),Stephen King,1984,Terror,nao
L00695,The Dark Descent,David G. Hartwell,1987,Terror,sim
L00696,The Langoliers,Stephen King,1991,Terror,nao
L00697,The Green Mile,Stephen King,1996,Terror,sim
L00698,Truth or Dare,Robert Lawrence Stine,1995,Terror,sim
L00699,Fear Street Sagas - A New Fear,Robert Lawrence Stine,1996,Terror,sim
L00700,Monster,Christopher Pike,1992,Terror,sim
L00701,Alice in Wonderland in Five Acts,Lewis Carroll,1897,Infantojuvenil,nao
L00702,Fantastic Mr Fox,Roald Dahl,1970,Infantojuvenil,sim
L00703,The Book of Dragons,Edith Nesbit,1973,Infantojuvenil,sim
L00704,James and the Giant Peach,Roald Dahl,1961,Infantojuvenil,sim
L00705,Love Potion,Steven Banks,2003,Infantojuvenil,nao
L00706,Chicken Little (Read-Aloud Storybook),RH Disney,2005,Infantojuvenil,nao
L00707,"Ready, Alice?",Amanda Haley,2005,Infantojuvenil,sim
L00708,First Day at Gymnastics,DK Publishing,2002,Infantojuvenil,sim
L00709,Mildred and Sam,Sharleen Collicott,2002,Infantojuvenil,sim
L00710,The Twits,Roald Dahl,1967,Infantojuvenil,sim
L00711,The Classic Tale of the Velveteen Rabbit,Margery Williams Bianco,1900,Infantojuvenil,nao
L00712,The Blue Umbrella,Ruskin Bond,1974,Infantojuvenil,sim
L00713,Guess How Much I Love You,Sam McBratney,1994,Infantojuvenil,sim
L00714,Imagine Me,Tahereh Mafi,2020,Infantojuvenil,sim
L00715,George's Marvelous Medicine,Roald Dahl,1981,Infantojuvenil,sim
L00716,The Enormous Potato,Aubrey Davis,1997,Infantojuvenil,nao
L00717,Five on a Treasure Island,Enid Blyton,1942,Infantojuvenil,sim
L00718,Chicka chicka boom boom,Bill Martin Jr.,1989,Infantojuvenil,sim
L00719,The Ugly Duckling,Hans Christian Andersen,1851,Infantojuvenil,sim
L00720,Ikigai,Chiemi Souen,2021,Infantojuvenil,sim
L00721,Rockets and Spaceships,DK Publishing,2001,Infantojuvenil,nao
L00722,The Incredible Journey,Sheila Burnford,1960,Infantojuvenil,sim
L00723,"Danny, The Champion of the World",Roald Dahl,1975,Infantojuvenil,sim
